BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV
0.00000,0,14,1,0.33332,-0.03786,0,0.84323,0.84167,0.10735,504,126.57849,1,0.33852,-0.01885,0.00035,-0.05408,0.66397,0.49827,0.75615,16.95676,1,0.34053,0.00901,1.06340,0.00385,1,1,0.06387,-0.05381,0.65878,0.75126,0.75631,18.38933,1,0.32611,-0.08472,1.06340,0.00388,1,1
0.00000,0,14,1,0.34131,0.00739,0,0.84323,0.84167,0.18056,504,126.57849,1,0.33945,-0.01142,0.00015,-0.05401,0.66183,0.49711,0.75637,17.07191,1,0.33561,0.05057,1.03935,0.00376,1,1,0.06353,-0.05363,0.65729,0.75055,0.75614,18.03572,1,0.34701,-0.03578,1.03935,0.00402,1,1
0.00000,0,14,1,0.34257,0.01489,0,0.84323,0.84167,0.18752,504,126.57849,1,0.33956,-0.01051,-0.00000,-0.05189,0.63535,0.49713,0.75621,17.42988,1,0.33752,0.05814,1.03222,0.00371,1,1,0.06381,-0.05395,0.66120,0.75052,0.75603,17.97423,1,0.34762,-0.02836,1.03222,0.00405,1,1
0.00000,0,14,1,0.33419,0.02302,0,0.84323,0.84167,0.19400,504,126.57849,1,0.33938,-0.00939,-0.00000,-0.05189,0.63535,0.49701,0.75635,16.88870,1,0.33386,0.07117,1.02509,0.00383,1,1,0.06381,-0.05395,0.66120,0.75058,0.75625,17.92016,1,0.33453,-0.02512,1.02509,0.00412,1,1
0.00000,0,14,1,0.36803,0.08107,0,0.84323,0.84167,0.20090,504,126.57849,1,0.34030,-0.00647,-0.00000,-0.05189,0.63535,0.49702,0.75637,16.85506,1,0.38153,0.12451,1.01797,0.00392,1,1,0.06381,-0.05395,0.66120,0.75018,0.75593,17.72844,1,0.35453,0.03763,1.01797,0.00397,1,1
0.00000,0,14,1,0.36803,0.08107,0,0.84323,0.84167,0.20090,504,126.57849,0,0.34607,0.02294,-0.00005,-0.05395,0.66059,0.49697,0.75623,16.67085,1,0.38153,0.12451,1.01797,0.00399,1,1,0.06381,-0.05395,0.66120,0.75020,0.75590,17.77287,1,0.35453,0.03763,1.01797,0.00396,1,1
0.00000,0,14,1,0.36015,0.05493,0,0.84323,0.84167,0.20090,504,126.57849,0,0.35311,0.03894,-0.00005,-0.05395,0.66059,0.49694,0.75628,16.62965,1,0.36929,0.11969,1.02509,0.00402,1,1,0.06381,-0.05395,0.66120,0.75011,0.75606,17.52378,1,0.35100,-0.00982,1.02509,0.00398,1,1
0.00000,0,14,1,0.35273,0.04788,0,0.84323,0.84167,0.20090,504,126.57849,0,0.35298,0.04192,-0.00005,-0.05395,0.66059,0.49676,0.75652,16.37861,1,0.36478,0.11688,1.03222,0.00393,1,1,0.06381,-0.05395,0.66120,0.75010,0.75599,17.40811,1,0.34069,-0.02113,1.03222,0.00398,1,1
0.00000,0,14,1,0.34984,0.02820,0,0.84323,0.84167,0.02090,505,126.78584,1,0.35220,0.03849,-0.00010,-0.05559,0.68119,0.49676,0.75652,16.37861,1,0.36111,0.10173,1.04736,0.00393,1,1,0.06545,-0.05539,0.67876,0.75016,0.75598,17.38964,1,0.33857,-0.04533,1.05558,0.00396,1,1
0.00000,0,14,1,0.34376,-0.01202,0,0.84323,0.84167,0.02711,505,126.78584,1,0.35051,0.02839,-0.00010,-0.05559,0.68119,0.49657,0.75608,16.67765,1,0.35003,0.04337,1.06360,0.00414,1,1,0.06545,-0.05539,0.67876,0.75014,0.75602,17.37830,1,0.33748,-0.06741,1.07182,0.00397,1,1
0.00000,0,14,1,0.32920,-0.03088,0,0.84323,0.84167,0.03378,505,126.78584,1,0.34696,0.01851,-0.00010,-0.05559,0.68119,0.49658,0.75663,17.02459,1,0.33752,0.01654,1.07984,0.00392,1,1,0.06545,-0.05539,0.67876,0.74989,0.75590,17.84435,1,0.32089,-0.07830,1.08806,0.00391,1,1
0.00000,0,14,1,0.32671,-0.04363,0,0.84323,0.84167,0.04061,505,126.78584,1,0.34406,0.00963,-0.00010,-0.05564,0.68119,0.49642,0.75660,16.98738,1,0.33336,-0.00062,1.09608,0.00389,1,1,0.06293,-0.05329,0.65310,0.74988,0.75597,17.89536,1,0.32006,-0.08664,1.09608,0.00388,1,1
