BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV
0.00000,0,31,1,0.90670,0.85988,0,0.87813,0.88056,0.04706,1775,594.56854,1,0.90255,0.83810,-0.17986,0.36535,2.60360,0.32240,0.04006,21.90699,1,0.91706,0.83929,0.87309,0.00421,0,1,0.01805,0.07177,0.58852,0.58659,0.10032,20.89316,1,0.89633,0.88048,0.86770,0.00400,1,1
0.00000,0,31,1,0.90567,0.86058,0,0.87813,0.88056,0.05353,1775,594.56854,1,0.90289,0.84059,-0.17920,0.36580,2.60539,0.32252,0.04006,22.07082,1,0.91500,0.84068,0.86770,0.00420,0,1,0.01859,0.07375,0.60477,0.58663,0.10027,20.93203,1,0.89633,0.88048,0.86770,0.00402,1,1
0.00000,0,31,1,0.91945,0.85122,0,0.87813,0.88056,0.06024,1775,594.56854,1,0.90455,0.84166,-0.17920,0.36580,2.60539,0.32276,0.04004,21.89624,1,0.92836,0.82613,0.86770,0.00421,0,1,0.01859,0.07375,0.60477,0.58671,0.10044,20.88867,1,0.91054,0.87630,0.87309,0.00404,1,1
0.00000,0,31,1,0.90043,0.84562,0,0.87813,0.88056,0.06696,1775,594.56854,1,0.90417,0.84202,-0.17920,0.36580,2.60539,0.32282,0.04003,21.93451,1,0.90701,0.82759,0.87309,0.00423,0,1,0.01859,0.07375,0.60477,0.58675,0.10049,20.81098,1,0.89385,0.86365,0.87848,0.00409,1,1
0.00000,0,31,1,0.90143,0.84489,0,0.87813,0.88056,0.07361,1775,594.56854,1,0.90395,0.84226,-0.17920,0.36580,2.60539,0.32294,0.03988,21.64005,1,0.90901,0.82612,0.87848,0.00425,0,1,0.01786,0.07075,0.57978,0.58687,0.10030,21.05950,1,0.89385,0.86365,0.87848,0.00399,1,1
0.00000,0,31,1,0.88879,0.85418,0,0.87813,0.88056,0.08038,1775,594.56854,1,0.90278,0.84317,-0.17920,0.36580,2.60539,0.32302,0.03980,21.86668,1,0.89962,0.81667,0.87848,0.00424,0,1,0.01786,0.07075,0.57978,0.58695,0.10011,21.06465,1,0.87795,0.89168,0.87309,0.00401,1,1
0.00000,0,31,1,0.89074,0.84782,0,0.87813,0.88056,0.08728,1775,594.56854,1,0.90192,0.84351,-0.17920,0.36580,2.60539,0.32313,0.03987,21.91988,1,0.90302,0.80686,0.87309,0.00422,0,1,0.01786,0.07075,0.57978,0.58702,0.10000,21.14114,1,0.87846,0.88878,0.86770,0.00397,1,1
0.00000,0,31,1,0.88863,0.84924,0,0.87813,0.88056,0.09375,1775,594.56854,1,0.90103,0.84389,-0.17756,0.36349,2.58758,0.32315,0.03984,21.96799,1,0.90104,0.80846,0.86770,0.00423,0,1,0.01829,0.07209,0.59082,0.58709,0.09990,21.10128,1,0.87621,0.89002,0.86231,0.00399,1,1
0.00000,0,31,1,0.89956,0.86214,0,0.87813,0.88056,0.10046,1775,594.56854,1,0.90094,0.84503,-0.17756,0.36349,2.58758,0.32327,0.03968,21.86414,1,0.91557,0.85200,0.86231,0.00422,0,1,0.01829,0.07209,0.59082,0.58724,0.09982,20.75942,1,0.88354,0.87227,0.86231,0.00403,1,1
0.00000,0,31,1,0.90112,0.85509,0,0.87813,0.88056,0.10742,1775,594.56854,1,0.90095,0.84562,-0.17756,0.36349,2.58758,0.32332,0.03963,21.91158,1,0.91939,0.83862,0.86231,0.00422,0,1,0.01829,0.07209,0.59082,0.58725,0.09977,20.75003,1,0.88286,0.87156,0.86231,0.00403,1,1
