BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV
0.00000,0,24,1,0.65671,0.45788,0,0.90000,0.86667,0.62282,350,137.15276,0,0.66765,0.48112,-0.03846,0.05568,0.53949,0.31734,0.15433,23.54863,1,0.67526,0.45470,0.76785,0.00399,1,1,0.02495,0.05735,0.54819,0.62515,0.15046,24.54952,1,0.63817,0.46106,0.77145,0.00422,1,1
0.00000,0,24,1,0.56047,0.28900,0,0.90000,0.86667,0.11359,351,137.82266,1,0.55585,0.27372,-0.03914,0.05627,0.54051,0.31224,0.14895,24.39748,1,0.59112,0.30420,0.73793,0.00414,1,1,0.02341,0.05546,0.52407,0.62039,0.14341,26.24361,1,0.52982,0.27380,0.73793,0.00437,1,1
0.00000,0,24,1,0.56088,0.28738,0,0.90000,0.86667,0.12056,351,137.82266,1,0.55611,0.27444,-0.04033,0.05786,0.55578,0.31208,0.14907,24.49139,1,0.59112,0.30420,0.73793,0.00415,1,1,0.02411,0.05720,0.54055,0.62044,0.14333,26.28168,1,0.53063,0.27056,0.74154,0.00432,1,1
0.00000,0,24,1,0.55593,0.27419,0,0.90000,0.86667,0.12669,351,137.82266,1,0.55610,0.27443,-0.04033,0.05786,0.55578,0.31193,0.14900,24.41633,1,0.58149,0.29695,0.74924,0.00407,1,1,0.02411,0.05720,0.54055,0.62038,0.14332,26.11766,1,0.53037,0.25143,0.75284,0.00430,1,1
0.00000,0,24,1,0.55080,0.26295,0,0.90000,0.86667,0.13316,351,137.82266,1,0.55585,0.27388,-0.04033,0.05786,0.55578,0.31185,0.14897,24.52094,1,0.57610,0.28412,0.76054,0.00407,1,1,0.02411,0.05720,0.54055,0.62030,0.14325,26.21915,1,0.52551,0.24178,0.76415,0.00430,1,1
0.00000,0,24,1,0.55129,0.25950,0,0.89688,0.85556,0.13985,351,137.82266,1,0.55564,0.27323,-0.03869,0.05539,0.53208,0.31170,0.14902,24.67419,1,0.57631,0.28050,0.76415,0.00409,1,1,0.02411,0.05724,0.54055,0.62029,0.14309,25.94998,1,0.52628,0.23849,0.76776,0.00428,1,1
0.00000,0,24,1,0.55063,0.26814,0,0.89688,0.85556,0.14655,351,137.82266,1,0.55542,0.27301,-0.03869,0.05539,0.53208,0.31134,0.14928,24.70786,1,0.58330,0.29391,0.76006,0.00411,1,1,0.02411,0.05724,0.54055,0.62004,0.14294,26.14077,1,0.51795,0.24237,0.76006,0.00427,1,1
0.00000,0,24,1,0.55165,0.27449,0,0.89688,0.85556,0.15350,351,137.82266,1,0.55527,0.27307,-0.03869,0.05539,0.53208,0.31144,0.14915,24.25504,1,0.59287,0.30465,0.75235,0.00412,1,1,0.02411,0.05724,0.54055,0.62001,0.14300,26.16176,1,0.51042,0.24432,0.75235,0.00428,1,1
0.00000,0,24,1,0.55165,0.27449,0,0.89688,0.85556,0.16116,351,137.82266,1,0.55512,0.27312,-0.03998,0.05704,0.54870,0.31127,0.14922,24.51273,1,0.59287,0.30465,0.75235,0.00410,1,1,0.02429,0.05787,0.54642,0.61986,0.14305,26.07644,1,0.51042,0.24432,0.75235,0.00434,1,1
0.00000,0,24,1,0.55566,0.27507,0,0.89688,0.85556,0.16669,351,137.82266,1,0.55514,0.27320,-0.03998,0.05704,0.54870,0.31114,0.14963,24.34568,1,0.57269,0.27771,0.76006,0.00425,1,1,0.02429,0.05787,0.54642,0.61972,0.14304,26.01420,1,0.53862,0.27242,0.76006,0.00439,1,1
0.00000,0,24,1,0.55073,0.26659,0,0.88698,0.82222,0.17358,351,137.82266,1,0.55498,0.27295,-0.03998,0.05704,0.54870,0.31103,0.14965,24.29938,1,0.56816,0.27236,0.76776,0.00426,1,1,0.02429,0.05787,0.54642,0.61961,0.14306,26.04227,1,0.53330,0.26081,0.76776,0.00442,1,1
